Year,Month,SKU,Category,Units,Gross Sales
2019,4,9086823,Canned Goods,218,2395.82
2019,5,9086823,Canned Goods,240,2637.6
2018,12,1266828,Canned Goods,344,258
2019,1,1266828,Canned Goods,358,268.5
2019,2,1266828,Canned Goods,354,265.5
2019,3,1266828,Canned Goods,368,276
2019,4,1266828,Canned Goods,383,287.25
2019,5,1266828,Canned Goods,421,315.75
2018,12,6368704,Canned Goods,208,3640
2019,1,6368704,Canned Goods,202,3535
2019,2,6368704,Canned Goods,212,3710
2019,3,6368704,Canned Goods,212,3710
2019,4,6368704,Canned Goods,212,3710
2019,5,6368704,Canned Goods,216,3780
2018,12,8136717,Canned Goods,780,16372.2
2019,1,8136717,Canned Goods,757,15889.43
2019,2,8136717,Canned Goods,765,16057.35
2019,3,8136717,Canned Goods,757,15889.43
2019,4,8136717,Canned Goods,757,15889.43
2019,5,8136717,Canned Goods,719,15091.81
2018,12,3974564,Canned Goods,227,4256.25
2019,1,3974564,Canned Goods,227,4256.25
2019,2,3974564,Canned Goods,220,4125
2019,3,3974564,Canned Goods,222,4162.5
2019,4,3974564,Canned Goods,222,4162.5
2019,5,3974564,Canned Goods,240,4500
2018,12,4493453,Canned Goods,447,6235.65
2019,1,4493453,Canned Goods,434,6054.3
2019,2,4493453,Canned Goods,425,5928.75
2019,3,4493453,Canned Goods,412,5747.4
2019,4,4493453,Canned Goods,412,5747.4
2019,5,4493453,Canned Goods,416,5803.2
2018,12,3893709,Canned Goods,678,8807.22
2019,1,3893709,Canned Goods,698,9067.02
2019,2,3893709,Canned Goods,691,8976.09
2019,3,3893709,Canned Goods,684,8885.16
2019,4,3893709,Canned Goods,684,8885.16
2019,5,3893709,Canned Goods,670,8703.3
2018,12,3891006,Canned Goods,595,4462.5
2019,1,3891006,Canned Goods,577,4327.5
2019,2,3891006,Canned Goods,606,4545
2019,3,3891006,Canned Goods,636,4770
2019,4,3891006,Canned Goods,642,4815
2019,5,3891006,Canned Goods,693,5197.5
2018,12,1759467,Canned Goods,526,520.74
2019,1,1759467,Canned Goods,537,531.63
2019,2,1759467,Canned Goods,558,552.42
2019,3,1759467,Canned Goods,586,580.14
2019,4,1759467,Canned Goods,592,586.08
2019,5,1759467,Canned Goods,580,574.2
2018,12,8054068,Canned Goods,98,1171.1
2019,1,8054068,Canned Goods,100,1195
2019,2,8054068,Canned Goods,103,1230.85
2019,3,8054068,Canned Goods,104,1242.8
2019,4,8054068,Canned Goods,109,1302.55
2019,5,8054068,Canned Goods,113,1350.35
2018,12,3889528,Canned Goods,125,2618.75
2019,1,3889528,Canned Goods,123,2576.85
2019,2,3889528,Canned Goods,123,2576.85
2019,3,3889528,Canned Goods,123,2576.85
2019,4,3889528,Canned Goods,125,2618.75
2019,5,3889528,Canned Goods,134,2807.3
2018,12,4819805,Canned Goods,594,1182.06
2019,1,4819805,Canned Goods,582,1158.18
2019,2,4819805,Canned Goods,611,1215.89
2019,3,4819805,Canned Goods,635,1263.65
2019,4,4819805,Canned Goods,660,1313.4
2019,5,4819805,Canned Goods,700,1393
2018,12,3831074,Canned Goods,316,5988.2
2019,1,3831074,Canned Goods,316,5988.2
2019,2,3831074,Canned Goods,316,5988.2
2019,3,3831074,Canned Goods,313,5931.35
2019,4,3831074,Canned Goods,304,5760.8
2019,5,3831074,Canned Goods,331,6272.45
2018,12,9082323,Canned Goods,70,906.5
2019,1,9082323,Canned Goods,74,958.3
2019,2,9082323,Canned Goods,76,984.2
2019,3,9082323,Canned Goods,74,958.3
2019,4,9082323,Canned Goods,77,997.15
2019,5,9082323,Canned Goods,74,958.3
2018,12,5551735,Canned Goods,765,3786.75
2019,1,5551735,Canned Goods,803,3974.85
2019,2,5551735,Canned Goods,795,3935.25
2019,3,5551735,Canned Goods,811,4014.45
2019,4,5551735,Canned Goods,852,4217.4
2019,5,5551735,Canned Goods,895,4430.25
2018,12,1809437,Canned Goods,5,9.75
2019,1,1809437,Canned Goods,5,9.75
2019,2,1809437,Canned Goods,5,9.75
2019,3,1809437,Canned Goods,5,9.75
2019,4,1809437,Canned Goods,5,9.75
2019,5,1809437,Canned Goods,5,9.75
2018,12,2582115,Canned Goods,500,8500
2019,1,2582115,Canned Goods,515,8755
2019,2,2582115,Canned Goods,515,8755
2019,3,2582115,Canned Goods,520,8840
2019,4,2582115,Canned Goods,510,8670
2019,5,2582115,Canned Goods,515,8755
2018,12,4470230,Canned Goods,907,2711.93
2019,1,4470230,Canned Goods,934,2792.66
2019,2,4470230,Canned Goods,962,2876.38
2019,3,4470230,Canned Goods,1010,3019.9
2019,4,4470230,Canned Goods,990,2960.1
2019,5,4470230,Canned Goods,1030,3079.7
2018,12,3734776,Canned Goods,568,4828
2019,1,3734776,Canned Goods,562,4777
2019,2,3734776,Canned Goods,573,4870.5
2019,3,3734776,Canned Goods,567,4819.5
2019,4,3734776,Canned Goods,578,4913
2019,5,3734776,Canned Goods,549,4666.5
2018,12,6626065,Canned Goods,564,10710.36
2019,1,6626065,Canned Goods,547,10387.53
2019,2,6626065,Canned Goods,531,10083.69
2019,3,6626065,Canned Goods,558,10596.42
2019,4,6626065,Canned Goods,541,10273.59
2019,5,6626065,Canned Goods,568,10786.32
2018,12,9055505,Canned Goods,645,1902.75
2019,1,9055505,Canned Goods,639,1885.05
2019,2,9055505,Canned Goods,658,1941.1
2019,3,9055505,Canned Goods,651,1920.45
2019,4,9055505,Canned Goods,671,1979.45
2019,5,9055505,Canned Goods,698,2059.1
2018,12,6635576,Canned Goods,418,1667.82
2019,1,6635576,Canned Goods,435,1735.65
2019,2,6635576,Canned Goods,422,1683.78
2019,3,6635576,Canned Goods,426,1699.74
2019,4,6635576,Canned Goods,447,1783.53
2019,5,6635576,Canned Goods,434,1731.66
2018,12,1095347,Canned Goods,334,2338
2019,1,1095347,Canned Goods,327,2289
2019,2,1095347,Canned Goods,324,2268
2019,3,1095347,Canned Goods,334,2338
2019,4,1095347,Canned Goods,337,2359
2019,5,1095347,Canned Goods,337,2359
2018,12,9524900,Canned Goods,407,8526.65
2019,1,9524900,Canned Goods,419,8778.05
2019,2,9524900,Canned Goods,440,9218
2019,3,9524900,Canned Goods,440,9218
2019,4,9524900,Canned Goods,436,9134.2
2019,5,9524900,Canned Goods,467,9783.65
2018,12,5229384,Canned Goods,172,1978
2019,1,5229384,Canned Goods,181,2081.5
2019,2,5229384,Canned Goods,190,2185
2019,3,5229384,Canned Goods,194,2231
2019,4,5229384,Canned Goods,202,2323
2019,5,5229384,Canned Goods,204,2346
2018,12,3624042,Canned Goods,706,9142.7
2019,1,3624042,Canned Goods,741,9595.95
2019,2,3624042,Canned Goods,771,9984.45
2019,3,3624042,Canned Goods,794,10282.3
2019,4,3624042,Canned Goods,810,10489.5
2019,5,3624042,Canned Goods,859,11124.05
2018,12,2661243,Canned Goods,99,197.01
2019,1,2661243,Canned Goods,96,191.04
2019,2,2661243,Canned Goods,101,200.99
2019,3,2661243,Canned Goods,100,199
2019,4,2661243,Canned Goods,104,206.96
2019,5,2661243,Canned Goods,100,199
2018,12,9761977,Canned Goods,507,2509.65
2019,1,9761977,Canned Goods,532,2633.4
2019,2,9761977,Canned Goods,537,2658.15
2019,3,9761977,Canned Goods,553,2737.35
2019,4,9761977,Canned Goods,575,2846.25
2019,5,9761977,Canned Goods,558,2762.1
2018,12,4810004,Canned Goods,640,1273.6
2019,1,4810004,Canned Goods,659,1311.41
2019,2,4810004,Canned Goods,692,1377.08
2019,3,4810004,Canned Goods,678,1349.22
2019,4,4810004,Canned Goods,685,1363.15
2019,5,4810004,Canned Goods,747,1486.53
2018,12,2701785,Canned Goods,612,8874
2019,1,2701785,Canned Goods,643,9323.5
2019,2,2701785,Canned Goods,675,9787.5
2019,3,2701785,Canned Goods,709,10280.5
2019,4,2701785,Canned Goods,744,10788
2019,5,2701785,Canned Goods,751,10889.5
2018,12,4403292,Canned Goods,919,12856.81
2019,1,4403292,Canned Goods,947,13248.53
2019,2,4403292,Canned Goods,947,13248.53
2019,3,4403292,Canned Goods,975,13640.25
2019,4,4403292,Canned Goods,1024,14325.76
2019,5,4403292,Canned Goods,1024,14325.76
2018,12,7951038,Canned Goods,121,2050.95
2019,1,7951038,Canned Goods,127,2152.65
2019,2,7951038,Canned Goods,126,2135.7
2019,3,7951038,Canned Goods,122,2067.9
2019,4,7951038,Canned Goods,123,2084.85
2019,5,7951038,Canned Goods,118,2000.1
2018,12,2744438,Canned Goods,34,467.5
2019,1,2744438,Canned Goods,34,467.5
2019,2,2744438,Canned Goods,34,467.5
2019,3,2744438,Canned Goods,33,453.75
2019,4,2744438,Canned Goods,33,453.75
2019,5,2744438,Canned Goods,33,453.75
2018,12,9647471,Canned Goods,454,4063.3
2019,1,9647471,Canned Goods,454,4063.3
2019,2,9647471,Canned Goods,477,4269.15
2019,3,9647471,Canned Goods,467,4179.65
2019,4,9647471,Canned Goods,462,4134.9
2019,5,9647471,Canned Goods,476,4260.2
2018,12,4743567,Canned Goods,332,2984.68
2019,1,4743567,Canned Goods,339,3047.61
2019,2,4743567,Canned Goods,356,3200.44
2019,3,4743567,Canned Goods,352,3164.48
2019,4,4743567,Canned Goods,359,3227.41
2019,5,4743567,Canned Goods,363,3263.37
2018,12,7916097,Canned Goods,732,14603.4
2019,1,7916097,Canned Goods,725,14463.75
2019,2,7916097,Canned Goods,718,14324.1
2019,3,7916097,Canned Goods,754,15042.3
2019,4,7916097,Canned Goods,784,15640.8
2019,5,7916097,Canned Goods,839,16738.05
2018,12,2785702,Canned Goods,138,2477.1
2019,1,2785702,Canned Goods,144,2584.8
2019,2,2785702,Canned Goods,144,2584.8
2019,3,2785702,Canned Goods,147,2638.65
2019,4,2785702,Canned Goods,147,2638.65
2019,5,2785702,Canned Goods,141,2530.95
2018,12,8901345,Canned Goods,671,12413.5
2019,1,8901345,Canned Goods,651,12043.5
2019,2,8901345,Canned Goods,677,12524.5
2019,3,8901345,Canned Goods,657,12154.5
2019,4,8901345,Canned Goods,683,12635.5
2019,5,8901345,Canned Goods,669,12376.5
2018,12,1106193,Canned Goods,379,947.5
2019,1,1106193,Canned Goods,375,937.5
2019,2,1106193,Canned Goods,364,910
2019,3,1106193,Canned Goods,353,882.5
2019,4,1106193,Canned Goods,364,910
2019,5,1106193,Canned Goods,386,965
2018,12,4393071,Canned Goods,535,6393.25
2019,1,4393071,Canned Goods,551,6584.45
2019,2,4393071,Canned Goods,557,6656.15
2019,3,4393071,Canned Goods,540,6453
2019,4,4393071,Canned Goods,529,6321.55
2019,5,4393071,Canned Goods,571,6823.45
2018,12,7849173,Canned Goods,348,5912.52
2019,1,7849173,Canned Goods,348,5912.52
2019,2,7849173,Canned Goods,351,5963.49
2019,3,7849173,Canned Goods,340,5776.6
2019,4,7849173,Canned Goods,333,5657.67
2019,5,7849173,Canned Goods,366,6218.34
2018,12,7190279,Canned Goods,309,923.91
2019,1,7190279,Canned Goods,315,941.85
2019,2,7190279,Canned Goods,309,923.91
2019,3,7190279,Canned Goods,306,914.94
2019,4,7190279,Canned Goods,303,905.97
2019,5,7190279,Canned Goods,303,905.97
2018,12,7811202,Canned Goods,782,7820
2019,1,7811202,Canned Goods,805,8050
2019,2,7811202,Canned Goods,789,7890
2019,3,7811202,Canned Goods,821,8210
2019,4,7811202,Canned Goods,846,8460
2019,5,7811202,Canned Goods,854,8540
2018,12,4378870,Canned Goods,257,1015.15
2019,1,4378870,Canned Goods,265,1046.75
2019,2,4378870,Canned Goods,273,1078.35
2019,3,4378870,Canned Goods,284,1121.8
2019,4,4378870,Canned Goods,295,1165.25
2019,5,4378870,Canned Goods,325,1283.75
2018,12,4711901,Canned Goods,562,9548.38
2019,1,4711901,Canned Goods,562,9548.38
2019,2,4711901,Canned Goods,551,9361.49
2019,3,4711901,Canned Goods,557,9463.43
2019,4,4711901,Canned Goods,540,9174.6
2019,5,4711901,Canned Goods,518,8800.82
2018,12,4699498,Canned Goods,881,14096
2019,1,4699498,Canned Goods,890,14240
2019,2,4699498,Canned Goods,935,14960
2019,3,4699498,Canned Goods,963,15408
2019,4,4699498,Canned Goods,963,15408
2019,5,4699498,Canned Goods,953,15248
2018,12,7731295,Canned Goods,516,4618.2
2019,1,7731295,Canned Goods,542,4850.9
2019,2,7731295,Canned Goods,553,4949.35
2019,3,7731295,Canned Goods,559,5003.05
2019,4,7731295,Canned Goods,559,5003.05
2019,5,7731295,Canned Goods,598,5352.1
2018,12,8708602,Canned Goods,842,2483.9
2019,1,8708602,Canned Goods,834,2460.3
2019,2,8708602,Canned Goods,859,2534.05
2019,3,8708602,Canned Goods,868,2560.6
2019,4,8708602,Canned Goods,911,2687.45
2019,5,8708602,Canned Goods,984,2902.8
2018,12,9390570,Canned Goods,426,404.7
2019,1,9390570,Canned Goods,422,400.9
2019,2,9390570,Canned Goods,418,397.1
2019,3,9390570,Canned Goods,414,393.3
2019,4,9390570,Canned Goods,410,389.5
2019,5,9390570,Canned Goods,418,397.1
2018,12,5598220,Canned Goods,912,4560
2019,1,5598220,Canned Goods,930,4650
2019,2,5598220,Canned Goods,930,4650
2019,3,5598220,Canned Goods,958,4790
2019,4,5598220,Canned Goods,929,4645
2019,5,5598220,Canned Goods,920,4600
2018,12,9637513,Canned Goods,47,516.53
2019,1,9637513,Canned Goods,49,538.51
2019,2,9637513,Canned Goods,50,549.5
2019,3,9637513,Canned Goods,50,549.5
2019,4,9637513,Canned Goods,51,560.49
2019,5,9637513,Canned Goods,49,538.51
2018,12,4344080,Canned Goods,521,3516.75
2019,1,4344080,Canned Goods,542,3658.5
2019,2,4344080,Canned Goods,526,3550.5
2019,3,4344080,Canned Goods,547,3692.25
2019,4,4344080,Canned Goods,569,3840.75
2019,5,4344080,Canned Goods,541,3651.75
2018,12,7685688,Canned Goods,310,1705
2019,1,7685688,Canned Goods,301,1655.5
2019,2,7685688,Canned Goods,304,1672
2019,3,7685688,Canned Goods,295,1622.5
2019,4,7685688,Canned Goods,289,1589.5
2019,5,7685688,Canned Goods,275,1512.5
2018,12,9370577,Canned Goods,971,18400.45
2019,1,9370577,Canned Goods,952,18040.4
2019,2,9370577,Canned Goods,933,17680.35
2019,3,9370577,Canned Goods,933,17680.35
2019,4,9370577,Canned Goods,961,18210.95
2019,5,9370577,Canned Goods,1047,19840.65
2018,12,5015337,Canned Goods,813,2430.87
2019,1,5015337,Canned Goods,837,2502.63
2019,2,5015337,Canned Goods,829,2478.71
2019,3,5015337,Canned Goods,854,2553.46
2019,4,5015337,Canned Goods,888,2655.12
2019,5,5015337,Canned Goods,844,2523.56
2018,12,5692689,Canned Goods,856,7661.2
2019,1,5692689,Canned Goods,865,7741.75
2019,2,5692689,Canned Goods,865,7741.75
2019,3,5692689,Canned Goods,839,7509.05
2019,4,5692689,Canned Goods,831,7437.45
2019,5,5692689,Canned Goods,881,7884.95
2018,12,7682525,Canned Goods,708,10612.92
2019,1,7682525,Canned Goods,736,11032.64
2019,2,7682525,Canned Goods,736,11032.64
2019,3,7682525,Canned Goods,765,11467.35
2019,4,7682525,Canned Goods,750,11242.5
2019,5,7682525,Canned Goods,773,11587.27
2018,12,5404827,Canned Goods,915,13715.85
2019,1,5404827,Canned Goods,933,13985.67
2019,2,5404827,Canned Goods,961,14405.39
2019,3,5404827,Canned Goods,971,14555.29
2019,4,5404827,Canned Goods,981,14705.19
2019,5,5404827,Canned Goods,1001,15004.99
2018,12,3034662,Canned Goods,258,193.5
2019,1,3034662,Canned Goods,263,197.25
2019,2,3034662,Canned Goods,258,193.5
2019,3,3034662,Canned Goods,253,189.75
2019,4,3034662,Canned Goods,256,192
2019,5,3034662,Canned Goods,259,194.25
2018,12,4562445,Canned Goods,897,17931.03
2019,1,4562445,Canned Goods,870,17391.3
2019,2,4562445,Canned Goods,844,16871.56
2019,3,4562445,Canned Goods,878,17551.22
2019,4,4562445,Canned Goods,922,18430.78
2019,5,4562445,Canned Goods,1014,20269.86
2018,12,8580913,Canned Goods,185,1757.5
2019,1,8580913,Canned Goods,191,1814.5
2019,2,8580913,Canned Goods,201,1909.5
2019,3,8580913,Canned Goods,195,1852.5
2019,4,8580913,Canned Goods,195,1852.5
2019,5,8580913,Canned Goods,197,1871.5
2018,12,3287645,Canned Goods,888,12387.6
2019,1,3287645,Canned Goods,932,13001.4
2019,2,3287645,Canned Goods,923,12875.85
2019,3,3287645,Canned Goods,923,12875.85
2019,4,3287645,Canned Goods,951,13266.45
2019,5,3287645,Canned Goods,999,13936.05
2018,12,2157657,Canned Goods,1020,10189.8
2019,1,2157657,Canned Goods,1061,10599.39
2019,2,2157657,Canned Goods,1029,10279.71
2019,3,2157657,Canned Goods,1070,10689.3
2019,4,2157657,Canned Goods,1113,11118.87
2019,5,2157657,Canned Goods,1057,10559.43
2018,12,1198427,Canned Goods,59,117.41
2019,1,1198427,Canned Goods,60,119.4
2019,2,1198427,Canned Goods,61,121.39
2019,3,1198427,Canned Goods,59,117.41
2019,4,1198427,Canned Goods,57,113.43
2019,5,1198427,Canned Goods,56,111.44
2018,12,1219313,Canned Goods,410,7375.9
2019,1,1219313,Canned Goods,422,7591.78
2019,2,1219313,Canned Goods,414,7447.86
2019,3,1219313,Canned Goods,402,7231.98
2019,4,1219313,Canned Goods,410,7375.9
2019,5,1219313,Canned Goods,390,7016.1
2018,12,3218107,Canned Goods,840,5871.6
2019,1,3218107,Canned Goods,848,5927.52
2019,2,3218107,Canned Goods,840,5871.6
2019,3,3218107,Canned Goods,815,5696.85
2019,4,3218107,Canned Goods,799,5585.01
2019,5,3218107,Canned Goods,815,5696.85
2018,12,5049237,Canned Goods,378,4725
2019,1,5049237,Canned Goods,378,4725
2019,2,5049237,Canned Goods,393,4912.5
2019,3,5049237,Canned Goods,401,5012.5
2019,4,5049237,Canned Goods,393,4912.5
2019,5,5049237,Canned Goods,397,4962.5
2018,12,8508234,Canned Goods,881,4396.19
2019,1,8508234,Canned Goods,890,4441.1
2019,2,8508234,Canned Goods,899,4486.01
2019,3,8508234,Canned Goods,881,4396.19
2019,4,8508234,Canned Goods,881,4396.19
2019,5,8508234,Canned Goods,934,4660.66
2018,12,8503403,Canned Goods,589,11774.11
2019,1,8503403,Canned Goods,618,12353.82
2019,2,8503403,Canned Goods,649,12973.51
2019,3,8503403,Canned Goods,649,12973.51
2019,4,8503403,Canned Goods,655,13093.45
2019,5,8503403,Canned Goods,721,14412.79
2018,12,5962166,Canned Goods,334,6008.66
2019,1,5962166,Canned Goods,324,5828.76
2019,2,5962166,Canned Goods,318,5720.82
2019,3,5962166,Canned Goods,315,5666.85
2019,4,5962166,Canned Goods,309,5558.91
2019,5,5962166,Canned Goods,318,5720.82
2018,12,1602752,Canned Goods,656,3929.44
2019,1,1602752,Canned Goods,682,4085.18
2019,2,1602752,Canned Goods,668,4001.32
2019,3,1602752,Canned Goods,695,4163.05
2019,4,1602752,Canned Goods,695,4163.05
2019,5,1602752,Canned Goods,695,4163.05
2018,12,3154811,Canned Goods,909,8135.55
2019,1,3154811,Canned Goods,927,8296.65
2019,2,3154811,Canned Goods,936,8377.2
2019,3,3154811,Canned Goods,917,8207.15
2019,4,3154811,Canned Goods,917,8207.15
2019,5,3154811,Canned Goods,945,8457.75
2018,12,7189308,Canned Goods,882,12339.18
2019,1,7189308,Canned Goods,856,11975.44
2019,2,7189308,Canned Goods,847,11849.53
2019,3,7189308,Canned Goods,847,11849.53
2019,4,7189308,Canned Goods,855,11961.45
2019,5,7189308,Canned Goods,846,11835.54
2018,12,2236404,Dairy,764,573
2019,1,2236404,Dairy,772,579
2019,2,2236404,Dairy,787,590.25
2019,3,2236404,Dairy,771,578.25
2019,4,2236404,Dairy,779,584.25
2019,5,2236404,Dairy,763,572.25
2018,12,9872666,Dairy,733,13743.75
2019,1,9872666,Dairy,711,13331.25
2019,2,9872666,Dairy,747,14006.25
2019,3,9872666,Dairy,777,14568.75
2019,4,9872666,Dairy,761,14268.75
2019,5,9872666,Dairy,753,14118.75
2018,12,7093213,Dairy,312,3042
2019,1,7093213,Dairy,321,3129.75
2019,2,7093213,Dairy,311,3032.25
2019,3,7093213,Dairy,320,3120
2019,4,7093213,Dairy,310,3022.5
2019,5,7093213,Dairy,298,2905.5
2018,12,3287237,Dairy,277,4141.15
2019,1,3287237,Dairy,277,4141.15
2019,2,3287237,Dairy,277,4141.15
2019,3,3287237,Dairy,280,4186
2019,4,3287237,Dairy,288,4305.6
2019,5,3287237,Dairy,314,4694.3
2018,12,7560318,Dairy,49,685.51
2019,1,7560318,Dairy,49,685.51
2019,2,7560318,Dairy,51,713.49
2019,3,7560318,Dairy,54,755.46
2019,4,7560318,Dairy,56,783.44
2019,5,7560318,Dairy,60,839.4
2018,12,7564925,Dairy,513,6150.87
2019,1,7564925,Dairy,498,5971.02
2019,2,7564925,Dairy,523,6270.77
2019,3,7564925,Dairy,539,6462.61
2019,4,7564925,Dairy,539,6462.61
2019,5,7564925,Dairy,512,6138.88
2018,12,7033684,Dairy,291,858.45
2019,1,7033684,Dairy,297,876.15
2019,2,7033684,Dairy,306,902.7
2019,3,7033684,Dairy,309,911.55
2019,4,7033684,Dairy,318,938.1
2019,5,7033684,Dairy,324,955.8
2018,12,3391829,Dairy,911,17299.89
2019,1,3391829,Dairy,929,17641.71
2019,2,3391829,Dairy,966,18344.34
2019,3,3391829,Dairy,947,17983.53
2019,4,3391829,Dairy,994,18876.06
2019,5,3391829,Dairy,1054,20015.46
2018,12,7693416,Dairy,278,4156.1
2019,1,7693416,Dairy,286,4275.7
2019,2,7693416,Dairy,277,4141.15
2019,3,7693416,Dairy,285,4260.75
2019,4,7693416,Dairy,282,4215.9
2019,5,7693416,Dairy,288,4305.6
2018,12,7718532,Dairy,283,5094
2019,1,7718532,Dairy,286,5148
2019,2,7718532,Dairy,280,5040
2019,3,7718532,Dairy,277,4986
2019,4,7718532,Dairy,274,4932
2019,5,7718532,Dairy,271,4878
2018,12,3441642,Dairy,311,2472.45
2019,1,3441642,Dairy,311,2472.45
2019,2,3441642,Dairy,311,2472.45
2019,3,3441642,Dairy,327,2599.65
2019,4,3441642,Dairy,317,2520.15
2019,5,3441642,Dairy,339,2695.05
2018,12,7019774,Dairy,1037,17618.63
2019,1,7019774,Dairy,1027,17448.73
2019,2,7019774,Dairy,1048,17805.52
2019,3,7019774,Dairy,1058,17975.42
2019,4,7019774,Dairy,1026,17431.74
2019,5,7019774,Dairy,1118,18994.82
2018,12,7014410,Dairy,142,1668.5
2019,1,7014410,Dairy,149,1750.75
2019,2,7014410,Dairy,148,1739
2019,3,7014410,Dairy,148,1739
2019,4,7014410,Dairy,155,1821.25
2019,5,7014410,Dairy,169,1985.75
2018,12,7718609,Dairy,929,13925.71
2019,1,7718609,Dairy,929,13925.71
2019,2,7718609,Dairy,920,13790.8
2019,3,7718609,Dairy,938,14060.62
2019,4,7718609,Dairy,966,14480.34
2019,5,7718609,Dairy,947,14195.53
2018,12,2845857,Dairy,221,994.5
2019,1,2845857,Dairy,232,1044
2019,2,2845857,Dairy,244,1098
2019,3,2845857,Dairy,246,1107
2019,4,2845857,Dairy,244,1098
2019,5,2845857,Dairy,232,1044
2018,12,6950725,Dairy,236,2537
2019,1,6950725,Dairy,241,2590.75
2019,2,6950725,Dairy,253,2719.75
2019,3,6950725,Dairy,250,2687.5
2019,4,6950725,Dairy,253,2719.75
2019,5,6950725,Dairy,268,2881
2018,12,7758290,Dairy,672,6384
2019,1,7758290,Dairy,699,6640.5
2019,2,7758290,Dairy,699,6640.5
2019,3,7758290,Dairy,727,6906.5
2019,4,7758290,Dairy,742,7049
2019,5,7758290,Dairy,779,7400.5
2018,12,7895117,Dairy,476,9039.24
2019,1,7895117,Dairy,490,9305.1
2019,2,7895117,Dairy,510,9684.9
2019,3,7895117,Dairy,505,9589.95
2019,4,7895117,Dairy,530,10064.7
2019,5,7895117,Dairy,535,10159.65
2018,12,2639077,Dairy,332,1311.4
2019,1,2639077,Dairy,342,1350.9
2019,2,2639077,Dairy,359,1418.05
2019,3,2639077,Dairy,363,1433.85
2019,4,2639077,Dairy,363,1433.85
2019,5,2639077,Dairy,367,1449.65
2018,12,7969096,Dairy,524,8378.76
2019,1,7969096,Dairy,540,8634.6
2019,2,7969096,Dairy,551,8810.49
2019,3,7969096,Dairy,568,9082.32
2019,4,7969096,Dairy,591,9450.09
2019,5,7969096,Dairy,632,10105.68
2018,12,7993052,Dairy,514,4620.86
2019,1,7993052,Dairy,524,4710.76
2019,2,7993052,Dairy,508,4566.92
2019,3,7993052,Dairy,498,4477.02
2019,4,7993052,Dairy,503,4521.97
2019,5,7993052,Dairy,493,4432.07
2018,12,6796562,Dairy,858,6435
2019,1,6796562,Dairy,892,6690
2019,2,6796562,Dairy,919,6892.5
2019,3,6796562,Dairy,928,6960
2019,4,6796562,Dairy,937,7027.5
2019,5,6796562,Dairy,890,6675
2018,12,2623689,Dairy,814,8131.86
2019,1,2623689,Dairy,838,8371.62
2019,2,2623689,Dairy,830,8291.7
2019,3,2623689,Dairy,838,8371.62
2019,4,2623689,Dairy,838,8371.62
2019,5,2623689,Dairy,888,8871.12
2018,12,8000519,Dairy,325,308.75
2019,1,8000519,Dairy,328,311.6
2019,2,8000519,Dairy,331,314.45
2019,3,8000519,Dairy,324,307.8
2019,4,8000519,Dairy,330,313.5
2019,5,8000519,Dairy,333,316.35
2018,12,6620954,Dairy,900,15750
2019,1,6620954,Dairy,891,15592.5
2019,2,6620954,Dairy,900,15750
2019,3,6620954,Dairy,873,15277.5
2019,4,6620954,Dairy,917,16047.5
2019,5,6620954,Dairy,1009,17657.5
2018,12,3794263,Dairy,957,4775.43
2019,1,3794263,Dairy,995,4965.05
2019,2,3794263,Dairy,1015,5064.85
2019,3,3794263,Dairy,1025,5114.75
2019,4,3794263,Dairy,1005,5014.95
2019,5,3794263,Dairy,995,4965.05
2018,12,8012975,Dairy,933,923.67
2019,1,8012975,Dairy,933,923.67
2019,2,8012975,Dairy,980,970.2
2019,3,8012975,Dairy,1009,998.91
2019,4,8012975,Dairy,1039,1028.61
2019,5,8012975,Dairy,997,987.03
